                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.32635,                0.35324,                0.88533,                 0.9407,                0.95849,                  0.995,                0.96867,                0.23145,                0.30192,                0.79056,             0.00023109,             0.00023109,             0.00023109
                     83,                0.34822,                0.36768,                0.90228,                0.95108,                0.96568,                  0.995,                0.96469,                0.24029,                0.27144,                0.79183,             0.00022009,             0.00022009,             0.00022009
                     84,                0.34925,                0.33555,                0.90545,                0.95517,                0.95969,                  0.995,                0.96865,                0.23486,                0.28308,                0.78715,             0.00020909,             0.00020909,             0.00020909
                     85,                0.35604,                0.36359,                0.89866,                0.95331,                0.95485,                  0.995,                0.96839,                0.22594,                0.26975,                0.78478,             0.00019809,             0.00019809,             0.00019809
                     86,                0.33027,                0.32843,                0.88939,                0.92607,                0.95176,                0.99063,                0.96615,                0.23528,                0.30338,                0.78937,             0.00018709,             0.00018709,             0.00018709
                     87,                0.31954,                0.32942,                 0.8852,                0.91039,                0.95437,                0.98951,                 0.9654,                0.22491,                0.31538,                0.78871,             0.00017609,             0.00017609,             0.00017609
                     88,                0.33389,                0.36112,                0.89937,                 0.9088,                0.95907,                0.98951,                0.96579,                0.21857,                0.30622,                0.78779,             0.00016509,             0.00016509,             0.00016509
                     89,                0.30395,                0.33105,                  0.909,                  0.915,                 0.9667,                0.99063,                0.96547,                0.21565,                0.29474,                0.79032,              0.0001541,              0.0001541,              0.0001541
                     90,                0.31955,                0.41884,                0.91071,                0.90762,                0.97436,                0.99189,                0.97119,                0.22117,                0.29665,                0.79271,              0.0001431,              0.0001431,              0.0001431
                     91,                0.24147,                0.27616,                0.78695,                0.87448,                0.97436,                0.99333,                 0.9694,                0.24172,                0.28952,                0.79785,              0.0001321,              0.0001321,              0.0001321
                     92,                0.24037,                0.27837,                0.81372,                0.86884,                0.97463,                  0.995,                  0.974,                0.23382,                 0.2851,                0.79545,              0.0001211,              0.0001211,              0.0001211
                     93,                0.23542,                0.26288,                0.79693,                0.87604,                0.97473,                  0.995,                0.97534,                0.23119,                0.29268,                0.79361,              0.0001101,              0.0001101,              0.0001101
                     94,                0.21435,                0.26017,                0.79588,                0.90361,                0.97522,                  0.995,                0.97791,                0.23115,                0.28993,                0.79051,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.24299,                0.25579,                0.79924,                0.92328,                0.97539,                  0.995,                0.97617,                0.23277,                0.27085,                0.78902,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.21982,                0.25174,                0.79387,                0.92657,                0.97453,                  0.995,                0.97568,                0.23824,                0.26793,                0.79037,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.22555,                0.26811,                0.79978,                0.92965,                0.96818,                  0.995,                0.97363,                0.23483,                0.27171,                0.79143,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.20652,                0.24939,                0.77741,                0.93034,                 0.9725,                  0.995,                0.97325,                0.23157,                0.26216,                0.79095,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.21856,                0.24239,                0.79751,                0.93455,                0.97054,                  0.995,                0.97479,                0.23119,                0.24937,                0.79098,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.20439,                0.23603,                0.79289,                0.93538,                0.96329,                  0.995,                0.97696,                0.22593,                0.23813,                0.79055,             3.3108e-05,             3.3108e-05,             3.3108e-05
