                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                0.53722,                0.57221,                 1.0118,                0.95048,                0.88102,                0.95613,                0.88251,                0.49114,                0.48991,                0.86787,             0.00064905,             0.00064905,             0.00064905
                     45,                0.48067,                 0.5222,                 1.0075,                0.96767,                0.86172,                0.92714,                0.85338,                0.48908,                0.50212,                0.87508,             0.00063805,             0.00063805,             0.00063805
                     46,                0.46133,                0.50589,                0.97234,                0.96748,                0.84171,                0.93152,                0.85969,                0.43321,                0.52968,                0.86483,             0.00062705,             0.00062705,             0.00062705
                     47,                0.48635,                0.50468,                0.99682,                0.93818,                0.83794,                0.97856,                0.90745,                0.36362,                0.51408,                  0.839,             0.00061605,             0.00061605,             0.00061605
                     48,                0.49611,                0.58796,                 1.0096,                0.87921,                0.90989,                0.96957,                0.89468,                0.38289,                0.49021,                0.85576,             0.00060505,             0.00060505,             0.00060505
                     49,                0.43763,                0.48817,                0.95657,                0.87761,                0.89999,                0.96223,                0.87804,                0.43435,                0.56173,                0.89043,             0.00059405,             0.00059405,             0.00059405
                     50,                 0.4516,                0.51047,                0.98216,                0.87459,                 0.9243,                0.95663,                0.86326,                0.40905,                0.60976,                 0.8757,             0.00058305,             0.00058305,             0.00058305
                     51,                0.44677,                0.46626,                0.96247,                0.86462,                 0.8651,                0.92965,                0.86384,                0.36614,                 0.6439,                0.84546,             0.00057205,             0.00057205,             0.00057205
                     52,                0.47826,                0.56136,                0.98899,                0.79757,                0.85556,                0.92096,                 0.8412,                0.35814,                0.71819,                0.84134,             0.00056105,             0.00056105,             0.00056105
                     53,                0.44809,                0.50751,                0.98791,                0.85428,                 0.8422,                0.92774,                0.86981,                0.33509,                0.62151,                0.83089,             0.00055006,             0.00055006,             0.00055006
                     54,                 0.3952,                0.42367,                0.93775,                0.85854,                0.80556,                0.93757,                0.88192,                0.33085,                0.60148,                0.82413,             0.00053906,             0.00053906,             0.00053906
                     55,                0.40805,                0.44449,                  0.935,                0.85046,                0.80076,                0.94317,                0.89949,                0.31457,                0.58752,                0.80645,             0.00052806,             0.00052806,             0.00052806
                     56,                0.41292,                0.44716,                0.96286,                0.86948,                0.83808,                0.93843,                0.90639,                0.30024,                0.56754,                0.79774,             0.00051706,             0.00051706,             0.00051706
                     57,                0.37133,                0.40447,                0.90253,                0.94128,                 0.8576,                 0.9549,                0.92017,                0.33236,                0.49804,                0.80527,             0.00050606,             0.00050606,             0.00050606
                     58,                0.40007,                0.41084,                0.93911,                0.94293,                0.85759,                 0.9728,                0.92925,                0.28726,                0.51207,                0.79814,             0.00049506,             0.00049506,             0.00049506
                     59,                0.40341,                0.44137,                0.93401,                0.84562,                 0.9541,                  0.975,                0.92373,                0.30028,                 0.5033,                 0.8137,             0.00048406,             0.00048406,             0.00048406
                     60,                0.38421,                 0.4245,                0.91663,                0.93755,                0.97544,                  0.995,                0.93241,                0.29031,                0.38145,                0.80878,             0.00047306,             0.00047306,             0.00047306
                     61,                0.40235,                0.39886,                0.96167,                0.96555,                0.93543,                  0.985,                0.91627,                0.28318,                0.34809,                0.79931,             0.00046206,             0.00046206,             0.00046206
                     62,                0.41651,                0.41327,                0.94409,                0.97157,                0.93748,                  0.985,                0.93385,                0.28636,                0.34982,                0.79724,             0.00045107,             0.00045107,             0.00045107
                     63,                0.38014,                0.40409,                0.93055,                0.94634,                0.91166,                  0.965,                0.91524,                0.29417,                0.37548,                0.79281,             0.00044007,             0.00044007,             0.00044007
                     64,                0.37877,                0.44334,                0.93489,                0.93038,                0.91251,                0.96722,                0.92228,                0.29292,                0.37584,                0.79698,             0.00042907,             0.00042907,             0.00042907
                     65,                0.38148,                0.39312,                0.92503,                0.95433,                   0.95,                0.96167,                0.90264,                0.32705,                0.40463,                0.81073,             0.00041807,             0.00041807,             0.00041807
                     66,                 0.4076,                0.43195,                 0.9447,                0.97446,                0.94339,                0.95929,                0.90573,                0.36563,                0.44273,                 0.8233,             0.00040707,             0.00040707,             0.00040707
                     67,                0.37292,                 0.3775,                0.93485,                0.87461,                   0.95,                0.92833,                0.89255,                0.33841,                0.50799,                0.81313,             0.00039607,             0.00039607,             0.00039607
                     68,                0.38582,                0.39607,                 0.9474,                0.88566,                   0.95,                0.91936,                0.87817,                0.32862,                0.44833,                0.82004,             0.00038507,             0.00038507,             0.00038507
                     69,                0.39393,                0.43171,                0.95011,                0.94914,                   0.95,                0.96722,                0.90781,                 0.3491,                0.40274,                0.82995,             0.00037407,             0.00037407,             0.00037407
                     70,                0.39305,                0.39244,                0.97166,                0.94431,                 0.9438,                0.97833,                0.90971,                0.36886,                0.37912,                0.83405,             0.00036307,             0.00036307,             0.00036307
                     71,                0.38242,                0.38641,                0.92501,                0.91147,                0.99247,                  0.995,                0.94699,                0.30943,                0.37235,                 0.8005,             0.00035208,             0.00035208,             0.00035208
                     72,                 0.3697,                0.36924,                0.93991,                0.93643,                0.98289,                  0.995,                0.94935,                0.29349,                0.34757,                0.80038,             0.00034108,             0.00034108,             0.00034108
                     73,                0.33923,                0.33694,                0.91878,                0.96491,                0.98191,                  0.995,                0.92512,                0.28683,                0.32189,                0.80726,             0.00033008,             0.00033008,             0.00033008
                     74,                0.35315,                0.36444,                0.94674,                 0.9709,                0.98738,                  0.995,                 0.9386,                0.26225,                0.31727,                0.80229,             0.00031908,             0.00031908,             0.00031908
                     75,                0.37328,                 0.3421,                0.94321,                0.96786,                      1,                  0.995,                0.93306,                0.24891,                0.27259,                0.79323,             0.00030808,             0.00030808,             0.00030808
                     76,                0.37316,                0.39178,                0.94767,                0.97016,                      1,                  0.995,                0.95216,                0.23673,                0.26029,                 0.7797,             0.00029708,             0.00029708,             0.00029708
                     77,                0.36265,                0.39559,                0.92861,                0.96312,                0.99797,                  0.995,                0.95119,                0.24437,                0.26281,                0.77475,             0.00028608,             0.00028608,             0.00028608
                     78,                0.37989,                0.34663,                 0.9308,                0.95891,                0.92622,                  0.995,                0.94957,                0.26595,                0.34909,                0.77389,             0.00027508,             0.00027508,             0.00027508
                     79,                0.33184,                0.32459,                0.90606,                0.89304,                0.95023,                 0.9928,                0.94953,                0.30548,                0.39901,                0.78597,             0.00026408,             0.00026408,             0.00026408
                     80,                0.35745,                0.34507,                0.92278,                0.89655,                0.96028,                 0.9928,                 0.9397,                0.29586,                0.41166,                0.78509,             0.00025309,             0.00025309,             0.00025309
                     81,                0.34065,                 0.3193,                0.92359,                0.86299,                0.96153,                  0.985,                0.92963,                0.26008,                 0.3939,                0.78043,             0.00024209,             0.00024209,             0.00024209
                     82,                 0.3279,                  0.326,                0.90564,                0.87094,                0.96401,                  0.985,                0.94895,                0.25047,                0.36776,                0.78138,             0.00023109,             0.00023109,             0.00023109
                     83,                 0.3216,                0.31842,                0.89627,                0.87579,                 0.9943,                  0.985,                0.95027,                0.23832,                 0.3087,                0.78237,             0.00022009,             0.00022009,             0.00022009
                     84,                0.33354,                0.28976,                0.92698,                0.90588,                 0.9283,                0.97833,                0.93975,                0.25668,                0.35083,                0.79159,             0.00020909,             0.00020909,             0.00020909
                     85,                0.34276,                0.34732,                0.92474,                0.92806,                0.92859,                0.97833,                0.93746,                0.26895,                0.37973,                0.79862,             0.00019809,             0.00019809,             0.00019809
                     86,                0.32938,                0.32616,                0.91007,                0.93319,                0.93537,                0.97833,                0.92891,                0.28543,                0.34889,                0.81275,             0.00018709,             0.00018709,             0.00018709
                     87,                0.29714,                0.30853,                0.89546,                0.92693,                0.92535,                0.97833,                0.93259,                0.25172,                0.32009,                0.79985,             0.00017609,             0.00017609,             0.00017609
                     88,                0.32306,                0.33865,                0.90423,                0.94579,                 0.9171,                  0.985,                0.93771,                0.24191,                0.31662,                0.79432,             0.00016509,             0.00016509,             0.00016509
                     89,                0.29793,                0.29808,                0.92744,                0.86557,                0.99109,                  0.985,                0.94614,                0.21844,                  0.301,                0.78465,              0.0001541,              0.0001541,              0.0001541
                     90,                0.31789,                0.33238,                0.93163,                0.86828,                0.98898,                  0.985,                0.94903,                0.21074,                  0.301,                0.78199,              0.0001431,              0.0001431,              0.0001431
                     91,                0.22431,                0.26465,                0.79371,                0.95527,                0.89496,                0.97833,                0.93938,                 0.2131,                0.31496,                0.78101,              0.0001321,              0.0001321,              0.0001321
                     92,                0.23626,                0.26936,                0.81515,                0.91801,                0.92601,                  0.995,                0.95499,                0.23724,                0.31896,                0.78279,              0.0001211,              0.0001211,              0.0001211
                     93,                0.22529,                 0.2497,                0.81469,                0.93022,                0.92243,                  0.995,                0.94329,                 0.2477,                 0.3163,                0.78511,              0.0001101,              0.0001101,              0.0001101
                     94,                0.21785,                0.23818,                0.81735,                0.94739,                0.90306,                  0.985,                0.93847,                0.25911,                0.31398,                0.78851,             9.9101e-05,             9.9101e-05,             9.9101e-05
                     95,                0.23187,                0.24401,                0.82253,                0.94643,                0.90531,                  0.985,                0.93808,                0.26737,                0.30925,                0.78815,             8.8102e-05,             8.8102e-05,             8.8102e-05
                     96,                0.21912,                0.24277,                 0.8079,                0.94523,                0.90786,                  0.985,                0.94776,                0.27349,                0.32089,                0.78778,             7.7103e-05,             7.7103e-05,             7.7103e-05
                     97,                0.21377,                0.23563,                0.81047,                 0.9478,                0.91375,                  0.985,                0.95044,                0.27657,                0.32662,                0.78582,             6.6105e-05,             6.6105e-05,             6.6105e-05
                     98,                0.20558,                0.22719,                0.80192,                0.95245,                0.91914,                  0.985,                0.95608,                0.26938,                0.31678,                0.78313,             5.5106e-05,             5.5106e-05,             5.5106e-05
                     99,                0.22101,                0.23878,                0.83123,                 0.9482,                0.91636,                  0.985,                0.95309,                0.26662,                0.30508,                0.78279,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    100,                0.20417,                0.22327,                0.80196,                0.94586,                 0.9194,                  0.985,                0.95802,                 0.2608,                0.30701,                 0.7821,             3.3108e-05,             3.3108e-05,             3.3108e-05
