                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                0.50306,                0.62378,                0.98409,                0.32131,                0.13333,                0.19688,                0.09125,                0.75248,                 6.5604,                 1.3088,             0.00055188,             0.00055188,             0.00055188
                     65,                0.58533,                0.64455,                 1.0717,                0.63671,                0.13333,                  0.205,                 0.1208,                 0.6948,                 6.0452,                 1.2252,             0.00053773,             0.00053773,             0.00053773
                     66,                0.52595,                0.58097,                  1.003,                0.32644,                0.13333,                0.11576,                0.07628,                0.67295,                 5.3785,                 1.2005,             0.00052359,             0.00052359,             0.00052359
                     67,                0.51838,                0.55399,                0.97553,                0.35313,                0.13333,                0.10155,                0.05265,                0.74541,                 5.1238,                 1.2627,             0.00050944,             0.00050944,             0.00050944
                     68,                0.46601,                 0.5322,                0.94897,                0.23495,                0.13333,                0.09868,                0.06116,                0.74047,                 4.5953,                 1.2837,             0.00049529,             0.00049529,             0.00049529
                     69,                0.52375,                0.55293,                 1.0109,                0.79682,                0.13333,                0.25922,                0.15958,                0.70458,                 4.2003,                 1.2375,             0.00048114,             0.00048114,             0.00048114
                     70,                0.49282,                0.60266,                0.98749,                0.79682,                0.13333,                0.25922,                0.15958,                0.70458,                 4.2003,                 1.2375,               0.000467,               0.000467,               0.000467
                     71,                0.52535,                0.56934,                0.99929,                0.24613,                    0.2,                0.29673,                0.20823,                0.66282,                 3.9935,                 1.2021,             0.00045285,             0.00045285,             0.00045285
                     72,                0.47215,                0.51938,                0.97789,                0.08696,                0.93333,                0.24999,                 0.1805,                0.66446,                 3.9251,                 1.2233,              0.0004387,              0.0004387,              0.0004387
                     73,                 0.5031,                0.54679,                 1.0031,                0.09524,                0.93333,                0.30695,                0.22493,                 0.6812,                 3.7011,                 1.2585,             0.00042456,             0.00042456,             0.00042456
                     74,                0.51354,                0.52394,                 1.0116,                0.11864,                0.93333,                0.35362,                0.28541,                0.65157,                 3.4563,                  1.222,             0.00041041,             0.00041041,             0.00041041
                     75,                0.50262,                0.51422,                 1.0373,                0.12613,                0.93333,                0.39266,                0.34309,                0.60718,                 3.2962,                 1.1781,             0.00039626,             0.00039626,             0.00039626
                     76,                0.46253,                 0.4979,                0.97156,                0.15217,                0.93333,                0.51614,                0.46246,                0.63971,                 3.4094,                 1.2131,             0.00038211,             0.00038211,             0.00038211
                     77,                0.44043,                 0.4784,                0.96333,                0.15556,                0.93333,                0.65905,                0.58894,                0.61948,                 3.7129,                 1.1973,             0.00036797,             0.00036797,             0.00036797
                     78,                0.46558,                0.44301,                0.98448,                0.15556,                0.93333,                0.65905,                0.58894,                0.61948,                 3.7129,                 1.1973,             0.00035382,             0.00035382,             0.00035382
                     79,                0.46271,                0.51414,                0.98195,                0.17073,                0.93333,                0.70745,                0.63918,                0.58266,                 4.0408,                 1.1686,             0.00033967,             0.00033967,             0.00033967
                     80,                0.45877,                 0.4681,                0.97367,                0.18919,                0.93333,                0.69468,                0.62939,                0.53846,                 4.9306,                 1.1102,             0.00032553,             0.00032553,             0.00032553
                     81,                0.46363,                0.47059,                0.97409,                0.21875,                0.93333,                0.61846,                0.56269,                0.52621,                 5.5248,                 1.0897,             0.00031138,             0.00031138,             0.00031138
                     82,                0.44249,                0.45077,                0.94734,                 0.2459,                      1,                0.56265,                0.50082,                0.51721,                 5.6366,                 1.0724,             0.00029723,             0.00029723,             0.00029723
                     83,                0.45223,                0.43965,                0.95663,                0.26923,                0.93333,                0.48055,                0.42865,                0.53986,                 5.4965,                 1.0884,             0.00028308,             0.00028308,             0.00028308
                     84,                0.39653,                0.40869,                 0.9511,                   0.35,                0.93333,                0.46133,                0.41437,                0.54428,                 5.1458,                 1.0829,             0.00026894,             0.00026894,             0.00026894
                     85,                0.44386,                0.47479,                 1.0049,                  0.325,                0.86667,                0.50662,                0.44851,                0.52753,                 4.9997,                 1.0686,             0.00025479,             0.00025479,             0.00025479
                     86,                0.42858,                0.43799,                0.96265,                  0.325,                0.86667,                0.50662,                0.44851,                0.52753,                 4.9997,                 1.0686,             0.00024064,             0.00024064,             0.00024064
                     87,                0.41982,                0.40231,                0.96686,                  0.325,                0.86667,                0.51617,                 0.4594,                0.51703,                 4.8763,                 1.0445,              0.0002265,              0.0002265,              0.0002265
                     88,                0.36698,                0.34988,                0.95554,                   0.35,                0.93333,                 0.5778,                0.51059,                0.52063,                 4.6801,                 1.0523,             0.00021235,             0.00021235,             0.00021235
                     89,                0.38669,                0.39625,                0.93905,                0.31818,                0.93333,                0.69184,                0.62064,                0.51548,                 4.4855,                 1.0519,              0.0001982,              0.0001982,              0.0001982
                     90,                0.38853,                0.39877,                0.93788,                0.68109,                0.46667,                0.72357,                 0.6533,                0.49997,                 4.3445,                 1.0291,             0.00018406,             0.00018406,             0.00018406
                     91,                0.31535,                0.41759,                0.88689,                  0.325,                0.86667,                 0.7197,                0.65726,                0.49204,                 4.2068,                 1.0234,             0.00016991,             0.00016991,             0.00016991
                     92,                0.33729,                0.45227,                0.88643,                  0.325,                0.86667,                0.69487,                 0.6246,                0.50524,                 4.1963,                 1.0245,             0.00015576,             0.00015576,             0.00015576
                     93,                0.32112,                0.41768,                0.86951,                0.33333,                0.86667,                0.63208,                0.57832,                0.51744,                  4.357,                  1.027,             0.00014161,             0.00014161,             0.00014161
                     94,                0.32734,                 0.3552,                0.85986,                0.33333,                0.86667,                0.63208,                0.57832,                0.51744,                  4.357,                  1.027,             0.00012747,             0.00012747,             0.00012747
                     95,                0.30479,                0.35964,                 0.8473,                0.30233,                0.86667,                0.60922,                0.57113,                0.52041,                 4.5437,                 1.0277,             0.00011332,             0.00011332,             0.00011332
                     96,                0.30644,                0.37323,                0.87741,                0.30233,                0.86667,                0.54556,                0.51029,                0.50618,                 4.6674,                 1.0258,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.29052,                0.35046,                0.85043,                0.34211,                0.86667,                0.52598,                0.47683,                0.50065,                 4.9348,                 1.0331,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.26984,                0.32001,                 0.8302,                  0.325,                0.86667,                0.51907,                0.45991,                0.49291,                 5.1686,                 1.0278,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.28891,                0.35676,                0.85111,                  0.325,                0.86667,                0.55088,                0.47068,                0.49337,                 5.3052,                 1.0278,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.28068,                0.34412,                0.84853,                  0.325,                0.86667,                0.51751,                0.42146,                0.49155,                 5.4021,                 1.0239,             4.2584e-05,             4.2584e-05,             4.2584e-05
