                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.68199,                 1.1748,                 1.0658,                0.28659,                    0.5,                0.24536,                 0.1011,                 1.8423,                 72.232,                 3.3482,              0.0010547,              0.0010547,              0.0010547
                     13,                0.68578,                 1.2055,                 1.1034,                0.11061,                0.72222,                0.21705,                 0.1683,                 1.4184,                 96.181,                 3.2276,              0.0011311,              0.0011311,              0.0011311
                     14,                0.63502,                 0.9382,                 1.0774,                0.01473,                0.55556,                0.02863,                0.01756,                 1.9803,                    inf,                 12.681,              0.0012055,              0.0012055,              0.0012055
                     15,                0.76469,                 1.3498,                 1.1276,                0.01473,                0.55556,                0.02863,                0.01756,                 1.9803,                    inf,                 12.681,               0.001278,               0.001278,               0.001278
                     16,                0.82225,                  1.167,                 1.1609,                0.01775,                0.63889,                0.01247,                0.00596,                 2.4455,                    inf,                 20.199,              0.0013485,              0.0013485,              0.0013485
                     17,                0.88973,                 1.1766,                 1.1733,                0.00405,                0.72222,                0.01115,                0.00587,                 2.0888,                 591.26,                 6.1922,              0.0014029,              0.0014029,              0.0014029
                     18,                0.88738,                 1.1848,                  1.194,                0.36538,                0.52778,                 0.1998,                0.12841,                 1.5233,                 53.455,                 3.6819,              0.0014029,              0.0014029,              0.0014029
                     19,                0.86822,                 1.0518,                 1.1766,                0.36538,                0.52778,                 0.1998,                0.12841,                 1.5233,                 53.455,                 3.6819,              0.0013864,              0.0013864,              0.0013864
                     20,                 0.8186,                  1.047,                 1.1584,                0.09632,                0.44444,                0.19863,                0.12267,                 1.2709,                 66.405,                 2.5904,              0.0013699,              0.0013699,              0.0013699
                     21,                0.79744,                 1.1178,                 1.1605,                0.05547,                0.44444,                0.06582,                0.02601,                 1.5467,                 21.407,                 2.5708,              0.0013534,              0.0013534,              0.0013534
                     22,                0.88941,                 1.3287,                 1.2184,                0.05401,                0.38889,                0.02504,                0.00813,                 2.3585,                  32.77,                 3.5647,              0.0013369,              0.0013369,              0.0013369
                     23,                0.87965,                 1.0619,                 1.2178,                0.05401,                0.38889,                0.02504,                0.00813,                 2.3585,                  32.77,                 3.5647,              0.0013204,              0.0013204,              0.0013204
                     24,                0.80668,                 1.0699,                 1.1392,                0.00397,                    0.5,                0.00687,                0.00275,                 3.3882,                  217.7,                 5.7144,              0.0013039,              0.0013039,              0.0013039
                     25,                0.80384,                 1.0767,                 1.1549,                0.21478,                0.33333,                0.29825,                0.13143,                 2.0687,                 12.506,                 2.4391,              0.0012874,              0.0012874,              0.0012874
                     26,                 0.7635,                 1.0431,                 1.1304,                0.35596,                0.38889,                0.42764,                0.22802,                 1.3845,                 7.6124,                 1.9508,              0.0012709,              0.0012709,              0.0012709
                     27,                0.75156,                  1.031,                 1.1964,                0.35596,                0.38889,                0.42764,                0.22802,                 1.3845,                 7.6124,                 1.9508,              0.0012544,              0.0012544,              0.0012544
                     28,                 0.7946,                  1.109,                 1.1286,                0.56961,                0.80556,                0.80482,                0.54727,                 1.0753,                 4.3439,                  1.552,              0.0012379,              0.0012379,              0.0012379
                     29,                0.91843,                 1.1737,                 1.2444,                0.35928,                0.78755,                0.48701,                0.29664,                 1.3847,                 5.6366,                 1.8148,              0.0012214,              0.0012214,              0.0012214
                     30,                0.82003,                 1.0409,                 1.1497,                0.65166,                0.61111,                0.68485,                0.54737,                0.80726,                 4.6379,                  1.209,              0.0012049,              0.0012049,              0.0012049
                     31,                 0.6797,                0.83646,                 1.0315,                0.65166,                0.61111,                0.68485,                0.54737,                0.80726,                 4.6379,                  1.209,              0.0011884,              0.0011884,              0.0011884
                     32,                0.78083,                0.92742,                 1.1233,                0.60676,                0.67044,                0.56435,                0.40084,                0.91774,                 6.7214,                   1.37,              0.0011719,              0.0011719,              0.0011719
                     33,                0.84634,                 1.0568,                  1.203,                0.64045,                0.77825,                0.80982,                0.68181,                0.66503,                 4.3861,                 1.1139,              0.0011554,              0.0011554,              0.0011554
                     34,                0.86989,                  1.001,                 1.2221,                0.54794,                   0.75,                0.56415,                0.47612,                0.69672,                 3.9238,                 1.1239,              0.0011389,              0.0011389,              0.0011389
                     35,                0.76683,                0.96609,                 1.0675,                0.54794,                   0.75,                0.56415,                0.47612,                0.69672,                 3.9238,                 1.1239,              0.0011224,              0.0011224,              0.0011224
                     36,                0.70735,                0.94111,                 1.0483,                0.87996,                0.63404,                0.81361,                0.68338,                 0.6666,                  2.844,                 1.1172,              0.0011059,              0.0011059,              0.0011059
                     37,                0.71579,                0.80407,                  1.068,                0.94594,                 0.5739,                0.73673,                0.63725,                0.73756,                 2.4116,                 1.1434,              0.0010894,              0.0010894,              0.0010894
                     38,                0.79788,                 0.9416,                 1.1839,                 0.9822,                0.73916,                0.83378,                0.67754,                0.77864,                 2.3447,                 1.1877,              0.0010729,              0.0010729,              0.0010729
                     39,                0.66441,                0.76442,                 1.0636,                 0.9822,                0.73916,                0.83378,                0.67754,                0.77864,                 2.3447,                 1.1877,              0.0010564,              0.0010564,              0.0010564
                     40,                0.72868,                0.83749,                 1.0548,                 0.9452,                0.80556,                0.83395,                0.60944,                0.82183,                 2.0813,                 1.2344,              0.0010399,              0.0010399,              0.0010399
                     41,                0.75945,                0.92286,                 1.1153,                0.61875,                0.69018,                0.53266,                0.43408,                0.84105,                 2.9007,                 1.4154,              0.0010234,              0.0010234,              0.0010234
                     42,                0.72714,                0.83549,                 1.0946,                0.50913,                0.72222,                0.40802,                0.35075,                0.95392,                 17.456,                 1.4383,              0.0010069,              0.0010069,              0.0010069
                     43,                0.78077,                0.84138,                 1.1678,                0.50913,                0.72222,                0.40802,                0.35075,                0.95392,                 17.456,                 1.4383,             0.00099036,             0.00099036,             0.00099036
                     44,                0.74566,                0.85013,                 1.1578,                0.47261,                0.44444,                0.36227,                0.27832,                  1.096,                 41.093,                 1.4746,             0.00097386,             0.00097386,             0.00097386
                     45,                0.69536,                0.74442,                 1.0633,                0.40355,                0.83333,                0.39642,                0.32874,                0.87286,                 3.8597,                  1.288,             0.00095736,             0.00095736,             0.00095736
                     46,                0.68969,                0.85555,                 1.0992,                0.49732,                0.83333,                0.77316,                0.62033,                 0.7572,                 1.6724,                 1.1867,             0.00094085,             0.00094085,             0.00094085
                     47,                0.73414,                0.75363,                 1.0506,                0.49732,                0.83333,                0.77316,                0.62033,                 0.7572,                 1.6724,                 1.1867,             0.00092435,             0.00092435,             0.00092435
                     48,                0.76689,                0.85852,                 1.0865,                0.42263,                0.59063,                0.46169,                0.38159,                 1.0756,                 2.0405,                 1.4442,             0.00090785,             0.00090785,             0.00090785
                     49,                  0.726,                0.81525,                  1.057,                0.39681,                0.55556,                0.32295,                0.24485,                 1.1368,                 8.3495,                  1.452,             0.00089134,             0.00089134,             0.00089134
                     50,                0.71766,                0.96257,                 1.1103,                0.45467,                   0.75,                0.36554,                0.30249,                0.87093,                 4.6255,                 1.3075,             0.00087484,             0.00087484,             0.00087484
                     51,                0.68583,                0.78251,                 1.0844,                0.45467,                   0.75,                0.36554,                0.30249,                0.87093,                 4.6255,                 1.3075,             0.00085834,             0.00085834,             0.00085834
                     52,                0.65896,                0.73725,                 1.0272,                0.29661,                0.58333,                0.33178,                 0.2324,                 1.3053,                 4.6191,                 1.5987,             0.00084184,             0.00084184,             0.00084184
                     53,                0.69766,                0.80595,                 1.1114,                0.47937,                   0.75,                0.59349,                0.49392,                0.96832,                 1.8863,                 1.4306,             0.00082533,             0.00082533,             0.00082533
                     54,                0.66727,                0.76231,                 1.0457,                0.87872,                0.80429,                0.79786,                0.66333,                0.83082,                 1.4058,                 1.3084,             0.00080883,             0.00080883,             0.00080883
                     55,                0.58295,                0.64846,                 1.0407,                0.87872,                0.80429,                0.79786,                0.66333,                0.83082,                 1.4058,                 1.3084,             0.00079233,             0.00079233,             0.00079233
                     56,                0.63567,                0.85259,                 1.0352,                0.94466,                   0.75,                0.86346,                0.71778,                0.78244,                0.98527,                 1.2283,             0.00077582,             0.00077582,             0.00077582
                     57,                 0.7153,                0.83184,                 1.1163,                0.89169,                0.83981,                0.91165,                0.78011,                  0.703,                0.88163,                   1.11,             0.00075932,             0.00075932,             0.00075932
                     58,                0.77178,                0.88846,                 1.1264,                      1,                0.78228,                0.93683,                 0.8105,                0.58603,                 0.7544,                  1.034,             0.00074282,             0.00074282,             0.00074282
                     59,                0.69028,                0.77026,                 1.0811,                      1,                0.78228,                0.93683,                 0.8105,                0.58603,                 0.7544,                  1.034,             0.00072631,             0.00072631,             0.00072631
                     60,                0.62834,                0.69773,                 1.0548,                      1,                  0.862,                0.93623,                  0.802,                0.62199,                0.79426,                 1.0509,             0.00070981,             0.00070981,             0.00070981
                     61,                0.63459,                0.70463,                 1.0407,                0.97526,                0.87301,                0.93914,                0.77895,                0.64848,                0.80109,                 1.0638,             0.00069331,             0.00069331,             0.00069331
                     62,                0.61268,                 0.7074,                 1.0587,                0.97167,                0.88889,                0.93956,                0.81614,                0.59617,                0.75438,                 1.0248,              0.0006768,              0.0006768,              0.0006768
                     63,                0.67294,                0.82423,                 1.1081,                0.97167,                0.88889,                0.93956,                0.81614,                0.59617,                0.75438,                 1.0248,              0.0006603,              0.0006603,              0.0006603
                     64,                0.65936,                0.72332,                 1.0587,                0.96613,                0.88889,                0.94137,                 0.8069,                0.56819,                0.72574,                 1.0129,              0.0006438,              0.0006438,              0.0006438
                     65,                0.62832,                0.73157,                 1.0391,                0.96169,                0.88574,                0.94596,                0.84986,                0.51288,                0.66739,                0.97105,             0.00062729,             0.00062729,             0.00062729
                     66,                0.65926,                0.68761,                  1.044,                0.99561,                0.88889,                0.94025,                0.86473,                0.46164,                0.63853,                 0.9382,             0.00061079,             0.00061079,             0.00061079
                     67,                0.52949,                0.61022,                 1.0038,                0.99561,                0.88889,                0.94025,                0.86473,                0.46164,                0.63853,                 0.9382,             0.00059429,             0.00059429,             0.00059429
                     68,                0.62263,                0.67049,                 1.0343,                0.96482,                0.80556,                0.92238,                0.84732,                0.45177,                0.68062,                0.91215,             0.00057778,             0.00057778,             0.00057778
                     69,                0.58369,                0.65572,                  1.008,                0.97487,                0.80556,                0.92138,                0.82418,                0.46856,                0.71194,                0.91382,             0.00056128,             0.00056128,             0.00056128
                     70,                0.57668,                0.67385,                0.99072,                0.95351,                0.88118,                 0.9256,                0.80338,                0.47244,                0.72363,                0.92498,             0.00054478,             0.00054478,             0.00054478
                     71,                0.56784,                0.62372,                 1.0343,                0.95351,                0.88118,                 0.9256,                0.80338,                0.47244,                0.72363,                0.92498,             0.00052827,             0.00052827,             0.00052827
                     72,                0.55896,                0.60608,                 1.0071,                 0.9257,                0.88889,                0.91365,                0.80737,                0.52008,                0.80445,                0.96727,             0.00051177,             0.00051177,             0.00051177
                     73,                 0.5789,                 0.6381,                 1.0102,                0.93309,                0.88889,                0.90068,                 0.7897,                 0.5542,                0.79771,                 1.0025,             0.00049527,             0.00049527,             0.00049527
                     74,                0.48645,                0.56717,                0.96075,                0.94445,                0.88889,                0.89836,                0.82702,                0.54643,                0.73536,                0.97331,             0.00047876,             0.00047876,             0.00047876
                     75,                0.52023,                0.60254,                0.98654,                0.94445,                0.88889,                0.89836,                0.82702,                0.54643,                0.73536,                0.97331,             0.00046226,             0.00046226,             0.00046226
                     76,                0.52751,                0.59609,                0.99485,                0.93593,                0.88889,                0.90229,                0.81702,                0.50811,                0.70926,                0.95902,             0.00044576,             0.00044576,             0.00044576
                     77,                0.47932,                0.55666,                0.98239,                0.93504,                0.88889,                0.91334,                0.83353,                0.50878,                0.71949,                0.95818,             0.00042925,             0.00042925,             0.00042925
                     78,                0.53343,                0.66768,                 1.0201,                0.97088,                0.88889,                0.95467,                0.86816,                0.45829,                0.58709,                 0.9276,             0.00041275,             0.00041275,             0.00041275
                     79,                 0.4715,                0.57035,                0.95792,                0.97088,                0.88889,                0.95467,                0.86816,                0.45829,                0.58709,                 0.9276,             0.00039625,             0.00039625,             0.00039625
                     80,                 0.5412,                0.56707,                0.98756,                 0.9701,                0.93848,                0.96912,                0.90523,                0.43593,                0.52396,                0.91558,             0.00037974,             0.00037974,             0.00037974
                     81,                0.50869,                0.60793,                0.96589,                 0.9228,                0.94444,                0.96689,                0.89452,                0.39798,                0.48961,                0.89997,             0.00036324,             0.00036324,             0.00036324
                     82,                0.49115,                0.56299,                0.97064,                0.92293,                0.94444,                0.96483,                0.90167,                0.41063,                 0.4989,                0.90219,             0.00034674,             0.00034674,             0.00034674
                     83,                0.49104,                0.54934,                 1.0048,                0.92293,                0.94444,                0.96483,                0.90167,                0.41063,                 0.4989,                0.90219,             0.00033023,             0.00033023,             0.00033023
                     84,                0.49972,                0.60455,                0.98825,                0.97951,                0.94409,                  0.973,                0.89922,                0.43568,                0.51218,                0.91388,             0.00031373,             0.00031373,             0.00031373
                     85,                0.49645,                0.56046,                0.99266,                0.97363,                0.94248,                0.97094,                0.88206,                0.44304,                0.51932,                0.91999,             0.00029723,             0.00029723,             0.00029723
                     86,                0.44987,                0.56124,                0.95217,                0.96686,                0.93913,                0.97536,                0.90354,                0.40776,                0.49265,                0.89578,             0.00028072,             0.00028072,             0.00028072
                     87,                0.46867,                0.55517,                0.98442,                0.96686,                0.93913,                0.97536,                0.90354,                0.40776,                0.49265,                0.89578,             0.00026422,             0.00026422,             0.00026422
                     88,                0.44121,                0.58201,                0.92911,                0.98772,                0.89861,                0.96912,                0.90651,                0.37711,                0.49886,                0.87888,             0.00024772,             0.00024772,             0.00024772
                     89,                0.52769,                0.54444,                0.97581,                0.98689,                0.88889,                 0.9565,                0.90022,                0.36609,                0.51906,                 0.8727,             0.00023121,             0.00023121,             0.00023121
                     90,                0.46823,                0.54129,                0.96705,                0.98558,                0.88889,                0.94248,                0.87481,                0.35489,                0.57253,                0.86648,             0.00021471,             0.00021471,             0.00021471
                     91,                0.38918,                0.51692,                 0.8867,                0.98558,                0.88889,                0.94248,                0.87481,                0.35489,                0.57253,                0.86648,             0.00019821,             0.00019821,             0.00019821
                     92,                0.35958,                0.45347,                0.85881,                0.98008,                0.88889,                0.93066,                0.86367,                0.34592,                0.60079,                0.86136,              0.0001817,              0.0001817,              0.0001817
                     93,                0.32595,                0.48334,                0.85672,                0.98069,                0.88889,                0.90561,                0.85621,                0.33984,                0.62924,                0.86182,              0.0001652,              0.0001652,              0.0001652
                     94,                0.34327,                 0.4809,                0.86279,                0.98307,                0.88889,                0.89502,                0.85204,                0.33758,                0.65859,                0.86164,              0.0001487,              0.0001487,              0.0001487
                     95,                0.35146,                 0.4446,                0.85635,                0.98307,                0.88889,                0.89502,                0.85204,                0.33758,                0.65859,                0.86164,             0.00013219,             0.00013219,             0.00013219
                     96,                0.37847,                0.44529,                0.87111,                0.98392,                0.88889,                0.89387,                0.86264,                 0.3343,                0.70099,                0.86101,             0.00011569,             0.00011569,             0.00011569
                     97,                0.29549,                0.41385,                0.82614,                0.97894,                0.88889,                0.89293,                0.85325,                0.33213,                0.71748,                0.86245,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.32019,                0.44726,                0.84256,                0.97375,                0.88889,                 0.8933,                 0.8609,                0.33159,                0.71607,                0.86056,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.33279,                0.42983,                0.84537,                0.97375,                0.88889,                 0.8933,                 0.8609,                0.33159,                0.71607,                0.86056,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.33669,                0.44344,                0.85484,                0.97422,                0.88889,                0.89376,                0.86592,                0.33063,                0.70371,                0.86189,             4.9677e-05,             4.9677e-05,             4.9677e-05
